name,type,RA,Dec,Flux_Density,l,b,x,y
1FGL J1417.8+2541,PointSource,214.464,25.684,4.22E-13,,,,
1FGL J1426.9+2347,PointSource,216.7495,23.7987,4.84E-12,,,,
1FGL J2120.2-1259,PointSource,320.0552,-12.9959,4.55E-12,,,,
1FGL J2103.0-1127,PointSource,315.7535,-11.4503,5.79E-14,,,,
1FGL J0143.9-5845,PointSource,25.9855,-58.7616,2.39E-13,,,,
1FGL J1136.5-7004,PointSource,174.1476,-70.075,1.99E-11,,,,
1FGL J1754.0-5002,PointSource,268.5083,-50.0347,2.06E-12,,,,
1FGL J1838.6+4756,PointSource,279.6575,47.9456,2.38E-13,,,,
1FGL J1852.5+4853,PointSource,283.1392,48.8975,6.54E-12,,,,
1FGL J2046.4+3041,PointSource,311.6211,30.6945,3.67E-12,,,,
1FGL J2049.1+3142,PointSource,312.2911,31.7147,9.35E-13,,,,
1FGL J2055.2+3144,PointSource,313.8021,31.738,2.70E-12,,,,
1FGL J2057.4+3057,PointSource,314.3731,30.9645,2.27E-12,,,,
1FGL J0338.8+1313,PointSource,54.7212,13.2314,4.08E-14,,,,
1FGL J0557.6-3831,PointSource,89.406,-38.5259,1.19E-12,,,,
1FGL J0603.0-4012,PointSource,90.7646,-40.2134,8.91E-13,,,,
1FGL J0626.6-4254,PointSource,96.6725,-42.914,1.63E-14,,,,
1FGL J2037.1+5718c,PointSource,309.2916,57.3116,1.99E-12,,,,
1FGL J1214.9+5004,PointSource,183.7425,50.0817,1.88E-13,,,,
1FGL J1228.2+4855,PointSource,187.0742,48.93,1.82E-12,,,,
1FGL J1224.2+5012,PointSource,186.0695,50.2042,2.50E-12,,,,
1FGL J0122.2+5200,PointSource,20.5529,52.0135,3.45E-13,,,,
1FGL J0128.6+4439,PointSource,22.1535,44.6527,1.11E-12,,,,
1FGL J0137.0+4751,PointSource,24.2506,47.8521,4.87E-11,,,,
1FGL J0155.0+4433,PointSource,28.7565,44.5633,2.07E-13,,,,
1FGL J0515.2+7355,PointSource,78.8228,73.9297,1.12E-13,,,,
1FGL J0459.7-6921,PointSource,74.9398,-69.3501,3.28E-12,,,,
1FGL J0523.3-6855,PointSource,80.8377,-68.9232,1.70E-12,,,,
1FGL J0531.3-6716,PointSource,82.8378,-67.2815,1.40E-11,,,,
1FGL J0538.9-6914,PointSource,84.7396,-69.2398,1.53E-11,,,,
1FGL J0600.7-7037,PointSource,90.1864,-70.6251,5.39E-12,,,,
1FGL J2256.1+2414,PointSource,344.0293,24.2464,6.41E-13,,,,
1FGL J2321.6+2726,PointSource,350.4174,27.4368,3.15E-12,,,,
1FGL J0608.2-0837,PointSource,92.0526,-8.6186,3.75E-12,,,,
1FGL J0608.1-0630c,PointSource,92.0368,-6.5089,1.36E-11,,,,
1FGL J0625.9-0613,PointSource,96.4762,-6.2272,4.42E-12,,,,
1FGL J2025.9-2852,PointSource,306.4751,-28.8806,1.51E-12,,,,
1FGL J1024.6-0718,PointSource,156.167,-7.316,5.82E-13,,,,
1FGL J1059.3-1132,PointSource,164.8495,-11.542,3.64E-12,,,,
1FGL J1040.9-1205,PointSource,160.2361,-12.0834,2.02E-13,,,,
1FGL J2006.0+7751,PointSource,301.5068,77.8581,1.92E-12,,,,
1FGL J2020.4+7608,PointSource,305.1115,76.1347,1.75E-12,,,,
1FGL J0641.5+1023c,PointSource,100.3801,10.3985,3.34E-13,,,,
1FGL J0643.2+0859,PointSource,100.8025,8.9995,1.01E-11,,,,
1FGL J0659.9+1303,PointSource,104.9842,13.0523,7.13E-14,,,,
1FGL J0659.8+1414,PointSource,104.9506,14.2393,4.35E-11,,,,
1FGL J0658.5+0641,PointSource,104.6396,6.6928,1.63E-12,,,,
1FGL J1314.7+2346,PointSource,198.6807,23.7742,9.33E-13,,,,
1FGL J1321.1+2214,PointSource,200.2922,22.2483,7.79E-13,,,,
1FGL J1326.6+2213,PointSource,201.6504,22.2218,9.87E-12,,,,
1FGL J1613.5+3411,PointSource,243.3902,34.1908,3.97E-13,,,,
1FGL J1627.6+3218,PointSource,246.9063,32.316,3.07E-13,,,,
1FGL J1635.0+3808,PointSource,248.7698,38.1404,3.55E-11,,,,
1FGL J1642.5+3947,PointSource,250.6398,39.7941,3.65E-11,,,,
1FGL J1653.9+3945,PointSource,253.4897,39.7527,3.58E-12,,,,
1FGL J1630.5+3735,PointSource,247.6412,37.5978,8.40E-13,,,,
1FGL J0521.7+2114,PointSource,80.4472,21.235,1.12E-12,,,,
1FGL J0534.5+2200,PointSource,83.6332,22.0145,1.00E-09,,,,
1FGL J1223.4-3034,PointSource,185.869,-30.5722,3.30E-13,,,,
1FGL J1626.2-2038,PointSource,246.5698,-20.6486,7.77E-12,,,,
1FGL J1627.8-1711c,PointSource,246.9709,-17.1899,4.12E-13,,,,
1FGL J1007.0+3454,PointSource,151.7678,34.9001,2.73E-14,,,,
1FGL J1000.9+2915,PointSource,150.2334,29.2501,1.31E-12,,,,
1FGL J1016.2+3548,PointSource,154.062,35.8122,7.65E-12,,,,
1FGL J0952.2+3926,PointSource,148.0731,39.4372,1.01E-12,,,,
1FGL J1709.8-2026,PointSource,257.4666,-20.4349,4.47E-13,,,,
1FGL J2031.5+1219,PointSource,307.8849,12.3323,2.76E-12,,,,
1FGL J2035.4+1100,PointSource,308.8636,11.0023,1.49E-11,,,,
1FGL J0809.4+3455,PointSource,122.3539,34.9331,5.77E-14,,,,
1FGL J0850.2+3457,PointSource,132.5667,34.9607,1.32E-13,,,,
1FGL J0909.2+2310,PointSource,137.3005,23.1761,1.78E-14,,,,
1FGL J0911.0+2247,PointSource,137.7644,22.7849,3.20E-12,,,,
1FGL J0922.0+2337,PointSource,140.5134,23.6185,2.59E-14,,,,
1FGL J0102.2+4223,PointSource,15.5589,42.3868,1.20E-11,,,,
1FGL J0105.7+3930,PointSource,16.4364,39.5048,4.51E-12,,,,
1FGL J0039.2+4331,PointSource,9.8062,43.5217,1.69E-13,,,,
1FGL J0217.0-0829,PointSource,34.2577,-8.4884,1.16E-12,,,,
1FGL J1832.6-5700,PointSource,278.159,-57.0046,1.43E-12,,,,
1FGL J1842.3-5845,PointSource,280.589,-58.7503,4.00E-14,,,,
1FGL J1006.3-5648,PointSource,151.5804,-56.8108,1.03E-11,,,,
1FGL J1018.6-5856,PointSource,154.6726,-58.9388,7.13E-11,,,,
1FGL J1023.0-5746,PointSource,155.7597,-57.7693,1.90E-11,,,,
1FGL J1028.4-5819,PointSource,157.1167,-58.3181,2.30E-11,,,,
1FGL J0631.4+1037,PointSource,97.8648,10.6173,1.76E-12,,,,
1FGL J1239.5+0443,PointSource,189.886,4.7236,1.39E-11,,,,
1FGL J1253.7+0326,PointSource,193.4317,3.4354,9.69E-15,,,,
1FGL J1312.6+0048,PointSource,198.1504,0.8102,1.39E-12,,,,
1FGL J1511.9-0211,PointSource,227.9802,-2.1972,5.91E-12,,,,
1FGL J0341.5+5304,PointSource,55.3974,53.0786,7.59E-11,,,,
1FGL J1440.9+0613,PointSource,220.2471,6.2233,5.47E-12,,,,
1FGL J1221.5+7106,PointSource,185.3943,71.1056,7.03E-14,,,,
1FGL J1331.0+6957,PointSource,202.7747,69.9503,2.03E-13,,,,
1FGL J0157.0-5259,PointSource,29.2597,-52.9855,1.38E-13,,,,
1FGL J0157.5-4613,PointSource,29.3756,-46.2304,4.16E-12,,,,
1FGL J0209.3-5229,PointSource,32.3392,-52.4907,5.87E-13,,,,
1FGL J0210.6-5101,PointSource,32.6725,-51.0273,2.81E-11,,,,
1FGL J1607.5-2030,PointSource,241.8996,-20.512,7.92E-13,,,,
1FGL J1614.0-2230,PointSource,243.5,-22.5,4.15E-12,,,,
1FGL J0404.5-0850,PointSource,61.1421,-8.8345,2.08E-13,,,,
1FGL J0405.6-1309,PointSource,61.423,-13.1614,3.44E-13,,,,
1FGL J0416.5-1851,PointSource,64.1376,-18.8522,5.22E-12,,,,
1FGL J0050.2+0235,PointSource,12.5518,2.5864,6.15E-13,,,,
1FGL J0108.6+0135,PointSource,17.1741,1.5879,7.13E-11,,,,
1FGL J0115.7+0357,PointSource,18.9349,3.9587,5.27E-13,,,,
1FGL J0127.0+0322,PointSource,21.759,3.3786,1.23E-13,,,,
1FGL J0746.6+2548,PointSource,116.6604,25.8043,1.64E-11,,,,
1FGL J0830.5+2407,PointSource,127.6345,24.1215,3.70E-11,,,,
1FGL J0131.2+6121,PointSource,22.8232,61.3518,2.87E-12,,,,
1FGL J1204.4+1139,PointSource,181.1236,11.6647,4.35E-13,,,,
1FGL J1325.6-4300,PointSource,201.4143,-43.011,6.48E-11,,,,
1FGL J1328.2-4729,PointSource,202.0501,-47.4991,1.94E-12,,,,
1FGL J1322.0-4515,PointSource,200.5148,-45.2652,2.36E-11,,,,
1FGL J1334.2-4448,PointSource,203.5629,-44.8136,2.90E-12,,,,
1FGL J0047.3-2512,PointSource,11.8267,-25.208,6.63E-13,,,,
1FGL J0054.9-2455,PointSource,13.7337,-24.929,1.38E-13,,,,
1FGL J0104.4-2406,PointSource,16.1002,-24.1065,8.23E-13,,,,
1FGL J0118.7-2137,PointSource,19.6825,-21.6276,2.08E-11,,,,
1FGL J0502.9+1857,PointSource,75.7291,18.952,1.75E-12,,,,
1FGL J0510.0+1800,PointSource,77.501,18.0157,1.22E-12,,,,
1FGL J0515.9+1528,PointSource,78.9777,15.4668,1.46E-13,,,,
1FGL J1107.8+1502,PointSource,166.9698,15.0497,2.45E-13,,,,
1FGL J1101.3+1009,PointSource,165.3274,10.1569,2.98E-15,,,,
1FGL J1517.8+6530,PointSource,229.4577,65.5092,3.16E-14,,,,
1FGL J1353.3+1434,PointSource,208.3453,14.5808,8.35E-13,,,,
1FGL J0518.6-7222,PointSource,79.662,-72.3777,3.47E-13,,,,
1FGL J1833.6-2103,PointSource,278.406,-21.0637,1.22E-10,,,,
1FGL J2325.5-3559,PointSource,351.3854,-35.9933,5.28E-12,,,,
1FGL J2325.8-4043,PointSource,351.4613,-40.7184,7.77E-12,,,,
1FGL J2310.0-3627,PointSource,347.5089,-36.4532,3.78E-14,,,,
1FGL J2236.4-1432,PointSource,339.1186,-14.5476,1.03E-11,,,,
1FGL J2256.3-2009,PointSource,344.0966,-20.1518,2.10E-13,,,,
1FGL J2256.9-1024,PointSource,344.2319,-10.4045,4.03E-13,,,,
1FGL J2228.5-1633,PointSource,337.1323,-16.5643,1.90E-13,,,,
1FGL J0653.6+8236,PointSource,103.4004,82.6149,3.89E-15,,,,
1FGL J1754.3+3212,PointSource,268.5819,32.2019,1.72E-12,,,,
1FGL J1109.9+7134,PointSource,167.497,71.5771,1.22E-13,,,,
1FGL J1034.7+7353,PointSource,158.689,73.8877,2.67E-12,,,,
1FGL J1048.5+7239,PointSource,162.1368,72.6651,2.20E-13,,,,
1FGL J1048.8+7145,PointSource,162.2205,71.7517,2.11E-12,,,,
1FGL J1136.6+7009,PointSource,174.158,70.1646,3.56E-13,,,,
1FGL J1136.2+6739,PointSource,174.0599,67.6593,6.11E-14,,,,
1FGL J2207.8-5344,PointSource,331.9632,-53.7375,9.53E-12,,,,
1FGL J1024.0-4332,PointSource,156.0009,-43.5489,2.25E-13,,,,
1FGL J0438.8-1250,PointSource,69.7004,-12.8394,1.28E-12,,,,
1FGL J0448.5-1633,PointSource,72.1355,-16.5538,3.03E-13,,,,
1FGL J1858.1-2218,PointSource,284.5353,-22.3128,1.01E-12,,,,
1FGL J1911.2-2007,PointSource,287.8085,-20.1231,2.23E-11,,,,
1FGL J1917.7-1922,PointSource,289.4371,-19.3668,6.29E-13,,,,
1FGL J1923.5-2104,PointSource,290.8849,-21.0771,2.50E-11,,,,
1FGL J2043.0-7317,PointSource,310.7735,-73.291,2.06E-13,,,,
1FGL J1845.9-1133,PointSource,281.497,-11.5505,2.06E-11,,,,
1FGL J1842.0-1409,PointSource,280.5067,-14.1612,1.49E-12,,,,
1FGL J1855.7-1136c,PointSource,283.9266,-11.6076,3.86E-12,,,,
1FGL J1846.0-0831,PointSource,281.5224,-8.5197,2.18E-11,,,,
1FGL J0722.3+5837,PointSource,110.5885,58.6281,1.75E-13,,,,
1FGL J0710.6+5911,PointSource,107.6595,59.1853,1.35E-14,,,,
1FGL J1724.0-3611c,PointSource,261.0044,-36.1882,2.27E-12,,,,
1FGL J1726.2-3521c,PointSource,261.5596,-35.3607,3.43E-12,,,,
1FGL J1730.0-3408c,PointSource,262.5074,-34.1423,1.21E-11,,,,
1FGL J1724.0-3448c,PointSource,261.0067,-34.8024,3.20E-13,,,,
1FGL J1729.1-3641c,PointSource,262.299,-36.6873,1.36E-12,,,,
1FGL J1729.1-3452c,PointSource,262.292,-34.8782,8.54E-13,,,,
1FGL J0008.3+1452,PointSource,2.0844,14.8816,1.50E-13,,,,
1FGL J0016.6+1706,PointSource,4.1539,17.1083,2.45E-12,,,,
1FGL J0845.9-0713,PointSource,131.4913,-7.221,8.60E-13,,,,
1FGL J1911.7+0307,PointSource,287.9405,3.1296,2.85E-13,,,,
1FGL J1317.8+3425,PointSource,199.4578,34.4326,9.22E-13,,,,
1FGL J1308.5+3550,PointSource,197.1447,35.84,4.44E-12,,,,
1FGL J1310.6+3222,PointSource,197.6534,32.3674,2.48E-11,,,,
1FGL J1323.1+2942,PointSource,200.7754,29.706,4.54E-13,,,,
1FGL J1258.3+3227,PointSource,194.5968,32.4542,1.08E-12,,,,
1FGL J0800.5+4407,PointSource,120.1372,44.1311,6.43E-13,,,,
1FGL J0818.2+4222,PointSource,124.5522,42.3816,1.73E-11,,,,
1FGL J0834.4+4221,PointSource,128.6039,42.3661,2.93E-12,,,,
1FGL J0753.1+4649,PointSource,118.2981,46.8203,4.94E-14,,,,
1FGL J0022.5+0607,PointSource,5.6323,6.1257,1.18E-12,,,,
1FGL J0023.5+0930,PointSource,5.8848,9.5097,1.14E-12,,,,
1FGL J0024.6+0346,PointSource,6.1729,3.7757,2.20E-12,,,,
1FGL J0030.7+0724,PointSource,7.6777,7.4026,1.40E-14,,,,
1FGL J0030.4+0451,PointSource,7.6143,4.861,1.39E-11,,,,
1FGL J0636.0+0458c,PointSource,99.0047,4.9809,1.21E-12,,,,
1FGL J0645.5+0446,PointSource,101.3758,4.7675,1.65E-11,,,,
1FGL J0633.7+0632,PointSource,98.4348,6.5413,1.86E-11,,,,
1FGL J0630.1+0622,PointSource,97.5352,6.3681,9.53E-13,,,,
1FGL J0634.3+0402c,PointSource,98.5754,4.0413,9.59E-12,,,,
1FGL J1958.9+3459,PointSource,299.727,34.9976,9.06E-13,,,,
1FGL J2004.7+3343,PointSource,301.1852,33.7168,2.98E-12,,,,
1FGL J1952.9+3252,PointSource,298.2425,32.8779,3.25E-11,,,,
1FGL J1954.3+2836,PointSource,298.5798,28.6012,7.58E-12,,,,
1FGL J1958.6+2845,PointSource,299.6679,28.7649,8.28E-12,,,,
1FGL J1824.0+5651,PointSource,276.0135,56.8664,9.15E-12,,,,
1FGL J1829.8+5404,PointSource,277.4668,54.0784,3.51E-13,,,,
1FGL J1903.0+5539,PointSource,285.7726,55.6505,8.31E-13,,,,
1FGL J1836.2+5925,PointSource,279.0576,59.4251,1.83E-10,,,,
1FGL J0803.1-0339,PointSource,120.78,-3.6544,1.41E-12,,,,
1FGL J0807.0-0544,PointSource,121.7726,-5.7422,4.82E-13,,,,
1FGL J0808.2-0750,PointSource,122.0543,-7.8399,1.53E-11,,,,
1FGL J0814.5-1011,PointSource,123.6437,-10.1836,1.46E-13,,,,
1FGL J0818.0-0938,PointSource,124.5245,-9.6494,6.43E-13,,,,
1FGL J0043.6+3424,PointSource,10.924,34.406,1.31E-12,,,,
1FGL J0058.0+3314,PointSource,14.5221,33.234,3.03E-12,,,,
1FGL J0112.9+3207,PointSource,18.2326,32.1181,3.67E-11,,,,
1FGL J1051.9+0106,PointSource,162.9857,1.1075,1.10E-13,,,,
1FGL J1108.3+0210,PointSource,167.0892,2.1698,3.31E-13,,,,
1FGL J1040.5+0616,PointSource,160.127,6.2776,9.90E-12,,,,
1FGL J1058.4+0134,PointSource,164.62,1.5815,2.24E-11,,,,
1FGL J2225.8-0457,PointSource,336.4717,-4.9586,1.83E-11,,,,
1FGL J2229.7-0832,PointSource,337.4447,-8.5339,9.39E-11,,,,
1FGL J1732.3-3243c,PointSource,263.0865,-32.7295,1.09E-11,,,,
1FGL J1740.3-3053c,PointSource,265.0865,-30.9,2.66E-11,,,,
1FGL J1746.7-3233,PointSource,266.6909,-32.5552,1.25E-11,,,,
1FGL J1732.5-3131,PointSource,263.1396,-31.5225,2.83E-11,,,,
1FGL J1732.0-2957,PointSource,263.0193,-29.9535,1.33E-12,,,,
1FGL J1743.5-3314,PointSource,265.8792,-33.2346,6.10E-12,,,,
1FGL J1246.7-2545,PointSource,191.6827,-25.762,3.56E-11,,,,
1FGL J1249.3-2812,PointSource,192.3465,-28.2119,1.07E-14,,,,
1FGL J1012.2+0634,PointSource,153.0614,6.5717,3.72E-13,,,,
1FGL J0949.0+0021,PointSource,147.2505,0.3643,6.21E-11,,,,
1FGL J1007.9+0619,PointSource,151.9889,6.3275,1.99E-12,,,,
1FGL J1011.0-0156,PointSource,152.7569,-1.9334,6.64E-13,,,,
1FGL J1016.1+0514,PointSource,154.032,5.2351,1.91E-11,,,,
1FGL J1022.8-0115,PointSource,155.7229,-1.2503,1.44E-13,,,,
1FGL J1150.2+2419,PointSource,177.5658,24.3211,1.71E-12,,,,
1FGL J1159.4+2914,PointSource,179.8531,29.2439,3.03E-11,,,,
1FGL J1136.9+2551,PointSource,174.2362,25.8602,1.13E-14,,,,
1FGL J2139.3-4235,PointSource,324.8494,-42.588,1.12E-11,,,,
1FGL J2143.1-3927,PointSource,325.7894,-39.4574,5.23E-13,,,,
1FGL J1045.2-5942,PointSource,161.3053,-59.7057,1.95E-11,,,,
1FGL J1044.5-5737,PointSource,161.1367,-57.622,1.11E-11,,,,
1FGL J1048.2-5832,PointSource,162.0508,-58.5349,1.96E-11,,,,
1FGL J1442.8+1158,PointSource,220.7133,11.9722,6.41E-14,,,,
1FGL J1504.4+1029,PointSource,226.1023,10.4927,3.99E-10,,,,
1FGL J0714.0+1935,PointSource,108.5145,19.5866,3.43E-11,,,,
1FGL J0725.3+1431,PointSource,111.3496,14.5232,1.05E-11,,,,
1FGL J2147.2+0929,PointSource,326.8186,9.4976,7.18E-11,,,,
1FGL J2149.7+0327,PointSource,327.4289,3.4564,4.84E-12,,,,
1FGL J2204.6+0442,PointSource,331.1622,4.7041,2.70E-12,,,,
1FGL J2148.5+0654,PointSource,327.1336,6.9036,1.66E-12,,,,
1FGL J1741.8-2101,PointSource,265.4638,-21.0195,4.32E-11,,,,
1FGL J1748.7-2020,PointSource,267.1896,-20.3485,3.65E-12,,,,
1FGL J1735.9-4438,PointSource,263.9822,-44.6468,1.50E-12,,,,
1FGL J1747.4-4035,PointSource,266.8603,-40.5885,8.21E-13,,,,
1FGL J1802.5-3939,PointSource,270.6359,-39.6617,2.91E-11,,,,
1FGL J1807.6-4341,PointSource,271.9097,-43.6989,3.39E-13,,,,
1FGL J1729.8-4148,PointSource,262.4504,-41.804,1.22E-14,,,,
1FGL J0252.8-2219,PointSource,43.2096,-22.323,3.49E-11,,,,
1FGL J0303.5-2406,PointSource,45.889,-24.1124,4.05E-12,,,,
1FGL J0315.9-2609,PointSource,48.9933,-26.1581,1.06E-13,,,,
1FGL J1031.0+5051,PointSource,157.7557,50.8645,1.19E-13,,,,
1FGL J1033.8+6048,PointSource,158.4743,60.8021,1.10E-11,,,,
1FGL J1037.7+5711,PointSource,159.4409,57.1954,1.61E-12,,,,
1FGL J1053.6+4927,PointSource,163.4213,49.4503,8.69E-14,,,,
1FGL J1058.6+5628,PointSource,164.6698,56.4801,3.73E-12,,,,
1FGL J1118.0+5354,PointSource,169.5215,53.9083,1.33E-13,,,,
1FGL J1322.7-0943,PointSource,200.6808,-9.7217,1.08E-11,,,,
1FGL J1331.9-0506,PointSource,202.9899,-5.1109,7.95E-11,,,,
1FGL J1340.5-0413,PointSource,205.1385,-4.2324,6.08E-14,,,,
1FGL J1315.6-0729,PointSource,198.9181,-7.4977,1.58E-14,,,,
1FGL J0325.0+3403,PointSource,51.2746,34.0607,1.18E-11,,,,
1FGL J0334.2+3233,PointSource,53.5667,32.5581,2.26E-11,,,,
1FGL J0333.7+2919,PointSource,53.4269,29.3274,2.41E-14,,,,
1FGL J0357.8+3205,PointSource,59.4692,32.0868,3.71E-11,,,,
1FGL J2202.8+4216,PointSource,330.7155,42.2792,3.53E-11,,,,
1FGL J2208.6+3903,PointSource,332.1617,39.053,4.21E-15,,,,
1FGL J2243.4+4104,PointSource,340.8654,41.073,4.24E-12,,,,
1FGL J2251.7+4030,PointSource,342.928,40.5075,7.38E-13,,,,
1FGL J2001.1+4351,PointSource,300.2997,43.8642,5.88E-12,,,,
1FGL J2012.2+4629,PointSource,303.0501,46.4901,5.26E-13,,,,
1FGL J1957.6+5033,PointSource,299.4123,50.5551,1.74E-11,,,,
1FGL J2244.0+2021,PointSource,341.0121,20.3636,1.04E-12,,,,
1FGL J2253.9+1608,PointSource,343.4948,16.1495,7.32E-10,,,,
1FGL J2307.3+1452,PointSource,346.8355,14.8712,7.26E-13,,,,
1FGL J2314.1+1444,PointSource,348.5487,14.7463,1.24E-13,,,,
1FGL J2246.3+1549,PointSource,341.5784,15.8211,2.30E-14,,,,
1FGL J0217.9+0144,PointSource,34.48,1.7466,1.29E-11,,,,
1FGL J0242.7+0007,PointSource,40.6775,0.1328,2.76E-13,,,,
1FGL J1724.0+4002,PointSource,261.01,40.0412,9.20E-12,,,,
1FGL J1730.8+3716,PointSource,262.7065,37.2773,7.37E-13,,,,
1FGL J1734.4+3859,PointSource,263.6028,38.9865,1.37E-11,,,,
1FGL J1749.0+4323,PointSource,267.2703,43.3948,1.70E-12,,,,
1FGL J2042.2+2427,PointSource,310.5561,24.4634,1.12E-13,,,,
1FGL J2055.8+2539,PointSource,313.9533,25.6626,1.89E-11,,,,
1FGL J2104.6+2119,PointSource,316.1615,21.3293,1.62E-13,,,,
1FGL J1542.9+6129,PointSource,235.7442,61.486,7.16E-12,,,,
1FGL J1558.9+5627,PointSource,239.737,56.4626,1.11E-12,,,,
1FGL J1604.3+5710,PointSource,241.0862,57.1731,3.99E-12,,,,
1FGL J1548.7+6311,PointSource,237.2,63.1886,6.48E-14,,,,
1FGL J0706.5+3744,PointSource,106.625,37.7397,2.74E-13,,,,
1FGL J0719.3+3306,PointSource,109.8461,33.1113,1.11E-11,,,,
1FGL J0723.6+2908,PointSource,110.9158,29.1474,4.69E-13,,,,
1FGL J0730.0+3305,PointSource,112.516,33.0896,1.50E-13,,,,
1FGL J0736.4+4053,PointSource,114.1158,40.8988,9.26E-14,,,,
1FGL J2152.5+1734,PointSource,328.1367,17.582,2.18E-13,,,,
1FGL J2120.9+1901,PointSource,320.2274,19.0302,3.63E-12,,,,
1FGL J2143.4+1742,PointSource,325.8681,17.7158,8.76E-11,,,,
1FGL J2133.4+2532,PointSource,323.3658,25.5454,2.73E-13,,,,
1FGL J1745.6-2900c,PointSource,266.4194,-29.0139,8.73E-12,,,,
1FGL J1746.4-2849c,PointSource,266.6174,-28.818,1.25E-12,,,,
1FGL J1744.0-2931c,PointSource,266.0041,-29.5325,2.67E-12,,,,
1FGL J1747.6-2820c,PointSource,266.9183,-28.3354,2.42E-12,,,,
1FGL J1747.2-2958,PointSource,266.816,-29.967,2.05E-11,,,,
1FGL J1748.3-2916c,PointSource,267.0956,-29.2736,5.53E-13,,,,
1FGL J2327.7+0943,PointSource,351.9306,9.7253,8.08E-11,,,,
1FGL J2334.3+0735,PointSource,353.5877,7.5884,3.02E-12,,,,
1FGL J2328.6+1209,PointSource,352.1675,12.1547,2.09E-13,,,,
1FGL J1906.6+0716c,PointSource,286.6504,7.2783,9.40E-12,,,,
1FGL J1910.9+0906c,PointSource,287.7475,9.1012,1.58E-11,,,,
1FGL J1913.7+1007c,PointSource,288.435,10.1327,3.79E-12,,,,
1FGL J1916.0+1110c,PointSource,289.0245,11.1726,9.23E-12,,,,
1FGL J1908.2+0803c,PointSource,287.0545,8.0526,9.88E-13,,,,
1FGL J1907.9+0602,PointSource,286.978,6.0378,4.17E-11,,,,
1FGL J2212.9+0654,PointSource,333.2278,6.9154,3.07E-12,,,,
1FGL J2232.5+1144,PointSource,338.1302,11.7362,4.22E-11,,,,
1FGL J2234.8+0944,PointSource,338.7132,9.742,1.40E-12,,,,
1FGL J1702.4-4147c,PointSource,255.6039,-41.7859,7.49E-12,,,,
1FGL J1705.5-4034c,PointSource,256.3792,-40.5775,9.30E-13,,,,
1FGL J1707.1-4158c,PointSource,256.7917,-41.9673,1.68E-13,,,,
1FGL J1707.9-4110c,PointSource,256.9765,-41.17,2.16E-13,,,,
1FGL J1709.7-4429,PointSource,257.428,-44.4856,3.19E-10,,,,
1FGL J1926.8+6153,PointSource,291.7246,61.8837,8.22E-13,,,,
1FGL J2000.0+6508,PointSource,300.0215,65.1334,6.29E-12,,,,
1FGL J1919.9+6633,PointSource,289.993,66.5603,3.13E-13,,,,
1FGL J1740.0+5209,PointSource,265.0192,52.1606,7.07E-11,,,,
1FGL J1756.6+5524,PointSource,269.1537,55.4042,1.02E-12,,,,
1FGL J1814.0-1736c,PointSource,273.5198,-17.601,2.14E-11,,,,
1FGL J1817.6-1651c,PointSource,274.4096,-16.8605,3.69E-12,,,,
1FGL J1818.7-1557c,PointSource,274.6773,-15.9593,2.20E-12,,,,
1FGL J1819.4-1518c,PointSource,274.8546,-15.3075,9.53E-12,,,,
1FGL J1821.1-1425c,PointSource,275.2904,-14.4201,2.51E-12,,,,
1FGL J1823.2-1336c,PointSource,275.8132,-13.6062,2.50E-12,,,,
1FGL J1825.7-1410c,PointSource,276.4391,-14.1821,1.25E-14,,,,
1FGL J1826.2-1450,PointSource,276.5627,-14.8484,5.39E-11,,,,
1FGL J1826.1-1256,PointSource,276.5354,-12.9434,6.27E-11,,,,
1FGL J1254.0+6236,PointSource,193.5061,62.6165,2.52E-13,,,,
1FGL J1342.7+5753,PointSource,205.6858,57.8875,1.17E-13,,,,
1FGL J1248.2+5820,PointSource,192.0575,58.3365,7.63E-12,,,,
1FGL J1253.0+5301,PointSource,193.2646,53.0245,3.89E-12,,,,
1FGL J0237.9+2848,PointSource,39.4949,28.8002,4.48E-11,,,,
1FGL J0245.4+2413,PointSource,41.3628,24.2272,3.50E-12,,,,
1FGL J0256.9+2920,PointSource,44.2393,29.3498,1.53E-14,,,,
1FGL J2236.2+2828,PointSource,339.0559,28.467,2.20E-11,,,,
1FGL J1302.3-3255,PointSource,195.5927,-32.9178,1.01E-12,,,,
1FGL J1311.7-3429,PointSource,197.9467,-34.4944,1.09E-11,,,,
1FGL J1316.1-3341,PointSource,199.0327,-33.693,6.88E-12,,,,
1FGL J1300.9-3745,PointSource,195.227,-37.7602,5.14E-12,,,,
1FGL J0109.0+1816,PointSource,17.2612,18.2776,1.67E-13,,,,
1FGL J0112.0+2247,PointSource,18.0179,22.7945,1.18E-11,,,,
1FGL J0115.5+2519,PointSource,18.8893,25.3317,3.79E-13,,,,
1FGL J0050.0-0446,PointSource,12.5116,-4.782,9.26E-13,,,,
1FGL J0050.6-0928,PointSource,12.6646,-9.4832,1.02E-11,,,,
1FGL J0051.1-0649,PointSource,12.7826,-6.8184,4.62E-12,,,,
1FGL J0825.8-2230,PointSource,126.4678,-22.5104,7.91E-12,,,,
1FGL J0838.6-2828,PointSource,129.6693,-28.4794,7.00E-13,,,,
1FGL J0846.9-2334,PointSource,131.746,-23.5765,1.25E-12,,,,
1FGL J0849.4-2912,PointSource,132.3554,-29.2119,2.44E-13,,,,
